Cluster	Words
29541	putative protein retrotransposon rhs project wgs 118 spot data annotated caeq00000000 contig hot
32869	serine protein pdz hhoa 21 unk associated trp inverted peptidase e guanylate do 65 kiaa0705 8 grasp55 interacting kiaa1719 membrane putative glutamate photosystem d1 processing probable terminal c grip2 3 2 chloroplastic like domain kinase ii m50 4 pepd protease receptor family magi
5713	protein like pentatricopeptide tpr containing repeat chloroplastic
5712	repressor type 21 89 umud peptidase hydratase e subunit s26 104 membrane 9 mitochondrial putative cyanate terminal c inner i 3 signal 2 domain 88 4 lambda protease lexa 1
49367	protein cyclo phosphoribosylformylglycinamidine dikinase hydrogenase monophosphate module 6 expression c2 formation e and purm airs water fgam 9 ligase c1 related hype terminal c 3 synthase seld 2 like selenide domains domain kinase thiamine air purl 1 7
14487	serine box protein to homolog n thymidine type 21 restriction 6 iii e subunit pif1 dependent 12 resiii interacting putative helicase terminal c dna enzyme frq 3 atp 2 tk1 like res dexx rna kinase domain adenylate 5 4 protease uvrd ns3 91
35486	companion protein nedd8 to tip120 n associated insensitive cnd1 of smc non subunit pr65alpha h rapamycin psmb binding coatomer cullin proteasom vacuolar phosphatase rictor proteasome 26s 2a fragment related terminal adaptin importin dissociated mitotic sil1 condensation alpha synthase atp 2 atpase nucleotide hsp70 term domain fes1 factor regulatory constant complex mtor exchange beta 1
23346	9 protein subunit ul2 9kda recognition srp14 ribosomal srp9 kda signal particle predicted
47101	protein cis4 transporter mamm fief diffusion ferrous iron facilitator pump magnetosome zinc 2 family efflux cation membrane
47100	protein n type bacteria iib subunit vi a meiotic uncharacterized putative tp6a c dna spo11 alpha recombination duf2220 iv conserved term ii topoisomerase in
23342	protein chain oxidoreductase type shock binding short and heat finger g0268260 an1 dna ddb reductase dehydrogenase domain factor containing zinc family ubx
11485	-
47108	protein kap map type associated phosphoglucan ptpl1 13 non e dual dsp4 phosphatase specificity lar family phosphatase3 duf442 dspc putative rptp c 3 or t chloroplastic like tyrosine kinase domain 48 receptor y 1 catalytic
18737	project 1052 wgs data annotated caeq00000000 contig
23838	00064 protein mrna ul2 l3 subunit ul3 klla0d16027p ribosomal l13e l13 ul4 60s rna cds sposa6832 complex large 1
34823	putative peroxin protein sorting domain n terminal associated dysferlin 13a vacuolar peroxisomal integral pex24p membrane
27103	2b protein chain kinesin non binding 1b cakar3 ncd maltose alpha motor like domain claret kif7 disjunctional tubulin beta
20505	protein n type subunits d e subunit trnagln gln l and trna uncharacterized glutaminase archaeal terminal c 3 asparaginase ii 5 glutamyl amidotransferase glu 1
43488	wgs member caeq00000000 transporter data annotated contig 29 putative solute carrier nucleoside equilibrative 3 nucleobase 2 project 2404 family 1
43959	subunit mitochondrial protein organizing micos system 1 inner complex bnac06g33220d mic10 membrane
43484	serine protein pdz threonine cell associated rac ras e ph rhogef and cortex meiotic 11 pleckstrin homology terminal c adrenergic guanine alpha coupled mcp5 3 2 nucleotide domains domain kinase factor rho containing g receptor exchange beta 1 7
43485	-
43486	serine protein splicing u2af polyadenylation associated recognition brap2 cytoplasmic stranded with kda rbd subunit binding 65 rich and rnp a 8a element interacting brca1 19 rrm probable rbms2 region export multiple 3 or 2 motif rna domain single 5 factor 4 rbm19 k 1
43487	-
43953	-
30821	-
43483	man protein related recep atg27 p 6 autophagy mannose receptor phosphate 27
32285	-
16594	serine protein sorting mj0936 threonine calcineurin associated phosphodiesterase purine polymerase non e subunit gamma phosphoesterase b ymdb pyrophosphatase pol phosphatase vacuolar sp1879 superfamily uncharacterized 29 putative vps29 c dna pp1 alpha epsilon 3 purple 2 ntp like domain acid ii metallophos small canonical 1 catalytic
16595	protein acetoin catalytic acetylpolyamine e deacetylases homologue and utilization hist putative deacetylase hdac6 98 c component hda1 including 3 hdac deacetyl histone yeast domain 5 hdac7 complex clr3 aminohydrolase 1 7
16598	box protein mrna splicing n type c3hc4 6 kda 116 pml e subunit stip1 pre anapc11 and 8 zf leukaemia u not 11 finger h2 ligase e2 rtf2 putative homology processing terminal ubiquitin c promoting enzyme oncoprotein ring stub1 3 t acute 2 hakai e3 conjugating domain 5 promyelocytic factor 4 containing proto anaphase zinc complex 1
17493	-
12682	protein mrna splicing chain dipeptidyl middle n bbs2 associated es4 repeat of 15 ge1 kda 116 enhancer peptidase subunit h ciliary wd40 pre pore wd rps6 8 methylamine decapping bbsome groucho processing anapc4 terminal rps18 cd26 c region export promoting u3 us13 rps5 nucleolar es6 2 dehydrogenase iv rps7 like domain rna nuclear factor 4 small containing rps4 anaphase mid complex tle1 40 es7 us7
12684	putative protein glycoprotein variant gene esag3 associated 3459 surface site expression
7241	-
12688	-
42570	protein division cell n associated holoenzyme specific repeat tfiib polymerase g1 iib e viral dependent b cyclin retinoblastoma e1 cyc2 d1 putative transcription related terminal c rb 2 s like 22 rna kinase ii domain factor containing pho85 11 7
42576	protein mes0020 repair calmodulin also predicted specific phosphodiesterase high insensitive camp 9a of d e hydrolase xlf dependent ibmx and double pdease 8a cgmp paralog xrcc4 called pde9a cyclic paxx break c dna inhibited i 17 calcium 3 recombination j nucleotide 5 4 c9orf142 v 1c strand 4b affinity 1
10824	putative protein gene dgf surface protease gp63 dispersed family 1
40249	lipase specific 6 sn1 oxo e hydrolase compound acylhydrolase lip1 meta phenylhexa hydroxy secretory bphd c alpha carc 3 2 cleavage class triacylglycerol diacylglycerol dienoate 4 family beta 1
7816	-
47736	protein serum n 18 p e sialidase leech intramolecular sap putative terminal c component 3 2 trans neurotoxin domain 85 botulinum regulatory complement amyloid 1
7815	serine phosphotyrosine threonine kinase phish phospholipase rac and c delta 1 dapp1 alpha of adaptor 3 phosphoinositides dual
39959	protein cep57 centrosomal calcoco1 member of cld binding localisation centrosome and a cep57l1 golgin subfamily calcium like a5 domain 5 coil coiled
39953	protein to isoform chain potential trp ca e heavy a transient putative 1b related c alpha 2 like 37 domain kinase channel factor myosin receptor efk family elongation 1 7
23750	protein mrna pts1 splicing long chain pex5 n prorp farnesyltransferase geranylgeranyltransferase import specific repeat pentacotripeptide of kda 116 kinesin targeting subunit peroxin ppr tom20 caax pre 77 contain ram2 8 peroxisomal stimulation mitochondrial light processing terminal region promoting tpr plant alpha tetratricopeptide signal 2 domain pkng kinase rab factor containing anaphase g complex cstf3 receptor cleavage 1
21080	-
21082	pam16 signaling putative subunit macrophage mitochondria domain translocase associated csf molecule tim23 granulocyte complex dnaj tim16
47735	protein transcribed 6 wollemi 101016 transcript duf2039 ribbons hipothetical sequence 819 wollemia uncharacterized tsa zgc nobilis conserved 16418 rna ref zinc
42685	protein calmodulin stress calcoco1 insensitive ca binding troponin calcyclin and response uncharacterized putative tropomyosin c insen efhand calcium like nst1 ef ca2 domain s100 coil hand sarcoplasmic coiled containing 11
42684	-
21087	putative protein like isoform transcriptional phosphoesterase type calcineurin hth transmembrane ybfp metallo superfamily regulator 2
42689	protein molecular e ywle low 20 phosphatase putative c lmwpc weight 3 reductase phosphotyrosine tyrosine 4 arsc arsenate 48 1
16375	protein mmr recognition gtpase coupling hsr1 particle subunit mx1 binding transporter ribosome gtp interferon engb energy family putative probable signal atp induced eftu beta ef domain kinase adp adenylate 50s factor receptor ribosylation srprb elongation 1 tu
16370	putative protein like gp46 serine threonine gso1 kinase lrr surface pgip receptor polygalacturonase antigen inhibiting
16371	protein 26 rrna thyroid transcription like processing associated factor fyv7 loc495195 1
32133	-
2666	-
47730	-
48189	-
32914	beta2 cd11b protein rpn10 chain m type integrin von x non subunit cd18 heavy a psmd4 proteasome cr3 willebrand 26s vwa3 c alpha mac vwa a3 atpase cobalamin cobt domain factor 4 containing regulatory protease biosynthesis complex beta 1 7
26277	putative protein gene dgf dispersed family 1
26275	protein central repair mismatch n associated accessory holliday recognition cellular p gtpase of activities with various particle subunit loop the acetyl ruvb 26s hpr aaa coa helicase co terminal c dna region ftsy synthase signal dehydrogenase hprk atpase motor dynein domain kinase msh2 adenylate d3 4 terminus containing regulatory protease complex receptor junction family 7
26273	-
26271	protein glpg homolog 21 115 rhomboid integral e hi0618 membrane der1 putative c transmembrane 3 duf1751 like 4 protease eukaryotic family 105
13382	protein homolog n methyltransferase phe trna product tyw3 carboxypropyl unnamed ph1069 3 37 amino 4 demethylwyosine upf0130 synthesizing wybutosine 7
26278	-
26279	putative protein jumping breakpoint transmembrane jtb translocation
9372	protein n set7 specific of lsmt e methyltransferase k4 23 rubisco h3 finger 9 probable suv420h1 c pr set lysine clr4 2 histone domain containing atxr5 zinc 43 1 catalytic
37502	-
37501	putative carrier tri12 transporter fungal nitrate nitrite 1like tran nark nucleoside pump reduced equilibrative folate trichothecene efflux 1
37506	box protein mrna splicing transferase n miz type associated 6 repeat tnf 116 kda pml sp e immediate pre early wd sam and 8 el5 zf leukaemia u not finger h2 ligase 0 processing terminal ubiquitin c ie oncoprotein ring 3 baculo acute 2 trim37 e3 conjugating baculovirus domain promyelocytic factor 4 proto containing zinc receptor 1
49199	putative affected protein dynein chain light tctex type cytoplasmic i family topoisomerase damage 1
37504	-
49629	protein phi import member rectifier inward of ntpase coupling subunit binding the 12 transporter permease adeno sulfate multidrug abc energy sensitive iva2 resistance terminal msba c histidine dsrna p4 atp thiosulfate atpase potassium domain channel kinase adenylate tran cysa factor cassette g sub bacteriophage adenovirus family
49627	project mitochondrial protein binding rrna wgs rna data trna annotated rbp38 caeq00000000 215 contig methyltransferase
49624	subunit chaperonin protein mhsp60 groel putative 10 groes cpn10 kd mhsp10 heat shock kda
21260	alr0975 protein primitive synthase c 15 3 phytochelatin 2 e
48183	protein isoform cell type tetramerisation 6 poz fold gated kctd7 plzf and kctd1 leukaemia finger kctd8 lymphoma bcl6 x1 voltage adapter akv3 2 like potassium domain channel btb promyelocytic containing cul3 zinc mediated for 1 b
46074	protein arginine n 5 methyltransferase 1
1827	project 2447 wgs data annotated caeq00000000 contig
1823	-
1822	box protein rbx1 homolog associated von cyclin cdk2 cullin a tumor disease putative ligase apc hippel ubiquitin promoting ring lindau 2 e3 anaphase complex cul family 4b 4a 1
2411	associated ufm1 specific peptidase e ca putative c clan c54 3 2 like 22 atg4b microtubule 4 cysteine protease atg4 family
2413	-
4979	protein lipase wnt required e secretion binding acylhydrolase bd lip1 14 latent feruloyl a mig membrane putative secretory c herpes 3 lmp1 herpesvirus class domain triacylglycerol esterase factor family for 1
2141	putative protein gene 5 dgf region membrane associated trypanosoma of dispersed family cruzi 1
2416	protein sweet2b crystal ribonuclease mtn3 of saliva e the transporter and 1 palate clptm1 215 sugar structure c transmembrane cleft bidirectional lip family chemical
2418	box protein repair type associated restriction 25 of iii telomere arok subunit dependent resiii tfiih processome basal transcription helicase shikimate terminal nucleolar dna enzyme c utp25 rad25 ta0057 ssu regulator atp conserved res dexx chl1 rna kinase domain adenylate ssl2 factor small complex elongation u3 1
45501	protein hsp70 binding sjchgc02418 armadillo fold type containing arm repeat hspbp1 1
4971	-
45505	putative protein transmembrane
41885	-
49996	-
27044	h25n7 03 protein
6821	-
49998	-
49999	-
14059	protein chain oxidoreductase type formylmethanofuran 6 quinone of fwda 13 e subunit nadh binding and succinate tungsten ferredoxin 4fe fer4 dissimilatory transfer 4s flavoprotein nitrate c fumarate pyruvate ubiquinone iron alpha i reductase dehydrogenase cluster sulfite etf 99 domain ii 5 single qo 4 v sulfur pfor beta respiratory 1 electron
14058	protein isoform 7 repair ppase specific gtpase of tfiib polymerase e methyltransferase subunit hdgf nadh derived pyrophosphatase and sfrs1 zf growth interacting finger transcription ribbon helicase pc4 c dna a2l cytosine rad25 i activating 3 2 s hepatoma zn like 37 rna domain ii 5 ssl2 factor rho rbp9 zinc rrn7 elongation directed 1 3a
1926	-
14053	serine protein transferase type farnesyltransferase pectate subunit binding lectin pectic geranylgeranyl 1 pec comp a hopene cyclase sqhop terminal c component macroglobulin alpha 2 lyase c3dg domain acid c4 mannan polygalacturonic geranylgeranyltransferase complement beta a2m squalene
41107	nirdase oxidoreductase insensitive p nadph nadh fmn mononucleotide putative nitroreductase hbn1 tm1586 nadp reductase oxygen dehydrogenase like tm flavin
14057	-
49447	project wgs data annotated 1707 caeq00000000 contig
49444	acids protein long acyltransferase chain lysophospholipid very fatty elo gns1 of family elongation sur4
15882	protein assembly 8 thylakoid uncharacterized
41081	serine isoform protein threonine variant specific erbb e antigen epidermal necrosis rich surface tumor superfamily growth membrane putative giardia c cys 3 2 like 10 tyrosine kinase domains factor cysteine vsp receptor 1 7
41086	-
41085	protein mrna frtz splicing chain dipeptidyl cell to n wdr clone es4 repeat of ge1 with kda 116 enhancer peptidase subunit h wd40 brain pre effector wd and coatomer rps6 cdna 8 similar methylamine planar prime decapping interacting d1 putative qtra assembly human processing terminal rps18 c region dpp us13 rps5 es6 dppiv heme 2 dehydrogenase fascicularis fritz iv rps7 dynein macaca copb2 factor containing rps4 17954 actin complex beta polarity es7 1 us7
4220	protein ba41 type of molo1 phosphatase levamisole tpm upf0603 synthase propeller modulator beta chloroplastic dehydrogenase conserved domains domain at1g54780 receptor methanol glutamate 1
18831	project wgs data 1227 annotated caeq00000000 contig
13229	k06a1 accessory 6 catalytic dgkb e 23 yegs putative acc nad probable c region lipid dagk inorganic atp 2 domain kinase diacylglycerol 107 polyphosphate 1 7
37516	-
36907	protein n set7 specific of lsmt e methyltransferase k4 rubisco h3 ribosomal finger 9 suv420h1 c pr set lysine clr4 2 histone domain set11 containing atxr5 zinc 43 1 catalytic
15738	protein ribonuclease n lrr von high repeat of subunit glycoprotein guanylate binding rich and leucine growth nerve willebrand 9 subfamily terminal c alpha ib domain kinase rab factor containing receptor geranylgeranyltransferase family affinity inhibitor
33375	putative protein conserved predicted small plasma membrane
18997	-
33377	putative protein masp sialidase tcmucii associated surface mucin trans
33376	24 clostridium n type of kda tr concanavalin e subunit glycoprotein binding lectin 1beta leech sialidase laminin surface a intramolecular superfamily ligand bind putative 69 terminal c trypanosoma alpha 3 2 trans like neurotoxin glucanases thrombospondin domain r 85 botulinum hydrophobic 4 toxin neurexin g receptor 1
18992	protein phosphoribohydrolase actva rossman monophosphate stable with processg fold abm decarbox monooxygenase possible ferredoxin a uncharacterized putative actinorhodin boiling dna lysine decarboxylase tigr00730 recombination riboside antibiotic like cytokinin 5 biosynthesis orf6 mediator family 1
18993	box isoform socs protein ribonuclease potential repeat 13 non e targeting subunit dependent b 5a mypt1 and phosphatase proteasome transient 26s p65 transcription gankyrin kappa c ankyrin i 3 2 cation atpase 26 like 10 channel ikbb factor regulatory myosin receptor beta 1 inhibitor
18998	box protein to homolog type restriction predominantly 6 iii arok e subunit pif1 dependent 12 resiii from putative helicase shikimate c dna tpr enzyme archaea 3 atp 2 atpase exodeoxyribonuclease recd res dexx like domain kinase adenylate 5 4 v
38701	-
6478	protein tyr monoclonal organocation trp aminobutyrate gamma metal tryptophan transporter permease antiporter aa 7f11 uracil polyamine light divalent apct probable cytosine transmembrane transp pur anti cation trans perm allantoin fab tyrosine cyt acid mnth purines amino thiamine apc family glutamate for
38704	protein ribonuclease n von high repeat of lymphocyte subtype subunit glycoprotein binding rich wd and leucine growth nerve willebrand 16a putative terminal c alpha 2 toll like gallus ib domain rab variable factor containing receptor geranylgeranyltransferase affinity 1 inhibitor
5487	protein isoform kap type associated ptpl1 x5 13 non e dual vhr phosphatase a specificity family phosphatase3 duf442 dspc 11 putative related c 3 vh1 like 22 tyrosine kinase domain phosphatases ii 48 receptor y 1 catalytic
38708	protein permeability gene associated lbp expression binding transfer lipopolysaccharide putative cetp terminal c esag cholesteryl bpi phosphocholine domain bactericidal ester increasing site family
3312	-
5483	protein cpp1 homolog n type hsc20 1700030a21rik member of molecular antigen djc7 the hscb 1 finger pam16 subfamily terminal c chaperone 3 t j 2 yeast like domain containing zinc por1 large dnaj csl
3317	serine protein mrna splicing chain dipeptidyl threonine middle n notchless bbs2 es4 repeat of ge1 kda 116 enhancer peptidase subunit h ciliary wd40 pre pore rps6 8 methylamine decapping bbsome groucho related processing terminal rps18 cd26 c region export dpp us13 rps5 es6 dppiv 2 dehydrogenase iv rps7 like domain kinase nuclear factor rps4 mid complex tle1 f es7 us7
20029	project wgs data annotated caeq00000000 1891 contig
30571	secreted protein 23 excreted
30576	putative ul4 60s protein l8 large l38e ribosome subunit ul2 ul3 l38 family uncharacterized ribosomal
30577	protein isoform chain oxidoreductase 6 complex1 e nadh 8 putative mitochondrial c ubiquinone x1 3 2 dehydrogenase motif lyr 5 containing cysteine desulfurase complex family 1 7
30574	subunit protein 30 dpy dependent kinase ii type homolog r regulatory camp alpha riia of pka
30575	transposon tate dna
20021	protein isoform 21 140 x5 ip3k e binding ipk extracellular a putative solute c alpha multikinase 3 2 inositol like kinase 5 4 hexakisphosphate polyphosphate family trisphosphate 1 7
20023	-
30579	protein sec22b homolog associated ykt6 e golgi reticulum longin sec23a membrane putative snare probable c ankyrin 3 2 like vesicle regulated synaptobrevin domain endoplasmic transport family for 1 7
34851	protein isoform homolog upf0769 synaptojanin c21orf59 d 1
44105	serine protein lipase n prolyl endopeptidase 6 oxo peptidase e fold hydrolase thioester hydroxy phenylhexa coa terminal bphd c s9a alpha 3 fsh1 2 propeller domain abhydrolase esterase triacylglycerol acid ester dienoate amino 4 acyl ii protease oligopeptidase baat beta 1
36630	-
36637	protein n type subunits d e subunit trnagln gln l and trna uncharacterized glutaminase archaeal terminal c 3 asparaginase ii 5 glutamyl amidotransferase glu 1
40134	putative tcmucii mucin titin
36635	protein mrna splicing wgs n associated von high member sm of repeat caeq00000000 701 e subunit glycoprotein binding snrna u6 phosphoprotein pre rich data annotated 46 leucine growth nerve contig willebrand 32 terminal c export spp42 alpha lsm3 tap project like ib rna domain nuclear rab factor acidic containing receptor geranylgeranyltransferase family affinity
36634	serine protein threonine calmodulin hydroxyurea stationary 6 of kin pox with e dependent aph ser 1 mitogen prkc interacting lipopolysaccharide kdo phase resistance poxvirus c component waap hur ephb2 3 regulator inducible 2 thr aminoglycoside antibiotic activated phosphoinositide tyrosine kinase domain bmp pdk1 two sensor receptor family 11 7
15361	protein mrna isoform splicing chain dipeptidyl middle n bbs2 repeat of ge1 with kda 116 enhancer peptidase subunit h ciliary wd40 ribosome pre pore wd 8 methylamine x2 decapping bbsome interacting d1 assembly processing terminal c region dpp export biogenesis 74 nsa1 dppiv heme 2 dehydrogenase iv dynein nuclear factor containing actin mid complex 1 wdr
60	-
62	nadh 19 protein e grim chain subunit oxidoreductase nb6m 5 c 1 ubiquinone 6 3 dehydrogenase
41625	not5 mrna global n potential ccr4 not2 of nucleoporin subunit deadenylase repeated and fg2 not3p fg not not3 putative transcription terminal component region not1 3 regulator not5p transcriptional domain 5 complex family 1
65	protein repressor associated acypi000688 metabolism ufm1 penicillinase signalosome subunit atrophin membrane marr putative ligase fatty dna asnc ph1519 cop9 regulator e3 ddrgk gsn4 like transcriptional domain acid 4 containing regulatory complex family 1
48713	thymidyl protein mrna pentaphosphate polyadenylation cobb polyribonucleotide thymidylate p cbia hydroxyl e loop binding frxc pre proteins and 4fe phosphatase fer4 4s family 9 hpr p1 clp1 p5 terminal c cobq polynucleotide iron 3 2 hprk cluster mind nucleotide domain kinase ii adenylate 5 factor 4 adenosyl sulfur para nifh complex cleavage 7
41621	-
69	protein cdc54 division cell maintenance 45 associated cellular 6 of activities with various replication arok binding initiator licensing mcm2 d1 putative aaa hydrolytic related subfamily shikimate helicase region dna mcm6 3 atp cdc21 atpase motor dynein domain control kinase adenylate 5 replicative factor mcm site family minichromosome
48719	-
48718	-
41628	adhesion protein mp20 emp cell hmgic type claudin subunit glycoprotein dependent l surface fpl fusion putative partner amastin voltage calcium 2 like 22 channel tight lipoma g junction pmp
41629	-
50790	serine protein 2b isoform threonine calcineurin isozyme 6 polymerase bisphosphatase e fbpase subunit gamma phosphoesterase phosphatase superfamily 2a pp5 putative c dna firmicute mammalian alpha 3 purple 2 like fructose domain acid ii pp2a 5 metallophos small beta 1 catalytic
28937	serine subunit ppp4r2 2like threonineprotein pa 4 regulatory phosphatase aael001129 klth0e01738p
14605	protein 38 homolog n isomerase e gamma 12 gapdh semialdehyde acetyl aspartate erythrose mitochondrial terminal c gp dh phosphate 3 reductase dehydrogenase 2 pa3116 domain usg triosephosphate glutamyl 4 beta glyceraldehyde 1
50823	uncharacterised protein renal type major tr tripeptide transporter permease lactose abc and acetyl a superfamily coenzyme solute carrier sugar flvcr di facilitator ybfb phosphate 3 2 glycerol acatn 4 disrupted mfs other facilitated family carcinoma in 1
33780	protein labile mp20 chain emp hmgic type claudin subunit gamma dependent l surface heat family fpl fusion ampa 19 enterotoxin partner amastin voltage calcium 2 like 22 tmem37 channel glua2 tight lipoma tranmembrane receptor junction pmp b
31515	-
44362	-
44364	protein division wgs winged adenosine duf2582 972 specific stranded caeq00000000 e binding e2f dp helix turn data double annotated meiotic contig putative z deaminase mnd1p c dna 3 project tbpip tdp rna domain nuclear 5 4 mnd1 complex family 1
11892	-
29428	protein oxoacyl of iii e binding a hydroxy red coenzyme carrier coa methylglutaryl c pqb 3 synthase reductase biosynthetic hmg domain 88 acyl substrate hydroxymethylglutaryl 1
40688	protein kap map type associated ptpl1 13 non e dual vhr phosphatase specificity family duf442 dspc 11 putative related c phosphatase2 3 vh1 or tyrosine kinase domain 48 receptor y 1 catalytic
506	putative protein associated membrane
50826	protein spp specific brucei t
29932	putative protein like box 10 wd40 domain type muscleblind and ccch containing zinc f 1 finger
33783	putative tcc1i14 atpase 2 1
502	protein ampc periplasmic 6 amidase d peptidase e penicillin tem binding alanyl daaa ala cubico alanine s11 c enzyme lactamase 16 maltose 3 2 transpeptidase class lactamase2 group acid 5 carboxypeptidase 4 amino family beta
29391	protein n holliday lon 6 of ras pathway d arok subunit clpb binding dependent gtp site gdp ruvb d1 putative aaa hydrolytic related helicase shikimate secretory region dna chaperone atp 2 atpase motor dynein dissociation clp kinase adp adenylate domain factor terminus protease junction ribosylation inhibitor
500	-
501	protein udp mrna to transferase adenosine triad monophosphate uridylyltransferase dcps tr scavenger hydrolase bromo binding hit uridyl galactose pkci 8 similar fhit decapping putative terminal c histidine galp enzyme phosphate nucleotide term domain kinase 5 fragile terminus cwfj family 1 inhibitor
631	-
633	protein centromere associated tetramerisation poz kctd5 d subunit binding cbf3d plzf cyclin and cdk2 a leukaemia finger skp1 dna adapter p45 domain btb promyelocytic containing cul3 zinc complex mediated family for cbf3
1217	54s mitochondrial protein rna rml2 complex ribosomal
23139	activator transcription mss11
47666	-
47667	unspecified product
47660	-
47662	protein to kap type associated ptpl1 13 non e dual q9zvn4 no rnp at1g05000 similar phosphatase involved specificity family interacting duf442 dspc 11 putative acc related probable c phosphatase2 filamentorganization 3 tyrosine rna kinase domain siw14 48 actin receptor complex y in 1 catalytic
15546	-
15011	-
15544	serine protein pip5k like phosphatidylinositol threonine kinase 5 type pipk saicar 4 phosphate synthase beta 2 iibeta
15542	-
15016	protein diadenosine ec nmn yeab nudd hydrolase mutt pyrophosphatase ap4a mannosyl a gdp coenzyme putative tetraphosphate nudix mannose 2 nucleotide adenylyltransferase domain adp 4 ribose family bifunctional
15018	project wgs data annotated caeq00000000 397 contig
48901	protein ribonuclease prdm9 n type rnase member of di19 polymerase transposon methyltransferase e transcriptase h zfp68 binding reverse dependent from 8 h1 hkr3 64 zf finger 19 putative ribbon c2h2 drought c dna lysine bs 3 induced histone hiv 26 krueppel rna domain 4 gli rvt zinc complex family consensus directed 1
27732	putative protein binding domain dna transmembrane hin recombinase
48906	protein transf transferase of fabd subunit ketoacyl polyketide 1 modules carrier coa fatty malonyl alpha synthase erythromycin acyl domain acid transacylase beta eryaii acp catalytic
48907	protein isoform associated major member msp ssp membrane 19 putative c transmembrane alpha like vesicle domain sperm wr4 motile family b
32116	-
25996	serine protein lipase n bacterial e fold hydrolase thioester glycosyltrehalose endo pancreatic cocaine putative z coa terminal c alpha xylanase 3 fsh1 trehalohydrolase domain abhydrolase esterase triacylglycerol acyl 4 baat beta 1
25990	subunit 32 clamp complex c1a flagellar
41356	-
29649	-
31625	to chain oxide 18 yil043c saccharomyces p 6 cytochrome flavodoxin neuronal nadph e nadh nitric binding cbr1 14 1 450 heavy similar ferredoxin interacting not 9 siderophore fad nitrate c microsomal 245 cerevisiae synthase nadp b5 2 reductase essential domain 4 viability p450 for bifunctional b
29641	-
29646	protein domain rich cysteine repeat p21
29644	-
48209	putative glycoprotein transporter lysosome golgi abc 1
32452	rim protein chain ezra ccd calcoco1 cellular of iib non formation binding the troponin nmmhc septation and heavy putative c region zone striated ring calcium muscle regulator or cast 2 cytomatrix like ccdc155 class my skeletal domain 10 ii active coil coiled myosin kash nonmuscle b
19831	protein to ec calmodulin tt 6 e flj59863 pyrophosphatase calcyclin cdna similar ippase sjchgc07024 mitochondrial c 3 inorganic 2 chloroplastic ef soluble s100 hand highly 1
32454	protein like transcriptional related mobility group rab genes high pathogenesis activator ras 35 1
34679	tick ribonuclease n of transposon polymerase e transcriptase h reverse dependent from matk putative structure trnk c dna terminal region bs 2 hiv rna amino 49 rvt 48 crystal directed 1 7
34678	nadh subunit oxidoreductase ubiquinone of complex i dehydrogenase esss
32890	phosphofructokinase 6
34672	subunit protein rpb5 rna ii 5 mediating unconventional interactor prefoldin alpha 3 beta polymerase
34674	aminotransferase plp metabolism histidinol 6 oxonanoate with pp e adenosylmethionine gamma strs hydroxykynurenine dependent pyridoxal and degt meta glyoxylate 8 transaminase methionine 11 9 alanine phosphoserine aminotran dnrj c met enzyme mgl cys i phosphate 3 2 lyase class ii amino 4 v cysteine desulfurase eryc1 family 1 7
34677	protein synthetase 25 uncoupling member heart adenosylmethionine aminoacyl transporter valyl and trna mitochondrial carrier solute isoleucyl carr atp 2 s 26 adp substrate small leucyl mito subun family
8407	protein 24 endopeptidase cgi e tp53rk binding bud32 uncharacterized putative sialoglycoprotein c o 3 kinase 4 121 cgi121 57
44816	protein type associated 21 cellular activities with ras various ta arok binding system family putative aaa related shikimate c3 16 3 atpase iv domain kinase ral botulinum sec4 adenylate adp toxin substrate factor abieii ribosylation rala b
37483	project wgs data annotated caeq00000000 contig 1960
9818	protein to fmv n modification pyrab10780 e methyltransferase subunit adenosylmethionine vibrio dependent l sam trna sun uncharacterized ribosomal rsmb putative fmu related terminal met c enzyme spermidine 16 rfbt n1 cholerae o guanine synthase 2 s like 10 rna 37 5 methyltrans small v isoaspartyl 1 b
50531	-
50532	protein isoform ashr1 n mynd msta e methyltransferase domaincontaining and a h3 finger g0273589like suv420h1 c pr set lysine ddb 2 histone domain atxr5 zinc 43 1
44811	project wgs data annotated 1708 caeq00000000 contig
9814	box protein mrna splicing homolog n type associated fyve rtf1 erad kda 116 polymerase immediate paf1 stip1 pre early and hrd1 8 phd u not finger putative ligase homology 0 processing terminal ubiquitin component ie ring stub1 157 3 plus baculo e3 baculovirus rna domain ii factor 4 containing zinc complex 1
9817	protein to 25 uncoupling member of heart the transporter similar putative mitochondrial carrier solute 32 cerevisiae carr folate atp 2 adp substrate mito ypr011c family saccharomyces
9810	protein yccw fmv methylase l11 methyltransferase e subunit adenosylmethionine dependent sam sun uncharacterized ribosomal rsmb putative mitochondrial fmu c upf0064 spermidine i synthase 2 s rsm22 rna prma methyltrans atu0340 small large 1 b
8815	protein to isoform anchored associated 25a synaphin subunit the snap similar a fusion membrane snare 1a c region use1 x1 syntaxin syn8 2 s vesicle synaptobrevin domain 71 terminus v snap25 complex in
35818	-
50029	-
35812	protein mrna splicing dipeptidyl middle n bbs2 repeat stranded of ge1 with kda 116 enhancer peptidase subunit 20kda binding cap ciliary wd40 b pre pore wd 8 decapping bbsome interacting 19 translation assembly processing probable rbms2 region dpp terminal export eukaryotic cbp20 3 dppiv 2 initiation motif iv dynein rna nuclear single factor rbm19 containing mid complex 40 wdr
35813	-
